dataset,path,vendor,dims,dtype,data_exists,data_mb,class,volume_id,n_slices,slice_format,used_png_fallback,n_excluded_png,n_excluded_other,open_ok,slice_index_min,slice_index_max,slice_index_gap,width_mode,height_mode,dims_consistent,image0_present,image0_width,image0_height
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN051/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN052/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN052/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN053/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN053/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN054/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN054/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN055/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN055/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN056/oct.mhd,Topcon,"[512, 885, 64]",MET_UCHAR,True,27.66,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN056/reference.mhd,Topcon,"[512, 885, 64]",MET_UCHAR,True,27.66,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN057/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN057/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN058/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN058/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN059/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN059/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN060/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN060/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN061/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN061/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN062/oct.mhd,Topcon,"[512, 885, 64]",MET_UCHAR,True,27.66,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN062/reference.mhd,Topcon,"[512, 885, 64]",MET_UCHAR,True,27.66,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN063/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN063/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN064/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN064/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN065/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN065/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN066/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN066/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN067/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN067/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN068/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN068/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN069/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN069/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN070/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN070/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
OCT5k,AMD/AMD (1).E2E,,,,,,AMD,AMD (1).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (10).E2E,,,,,,AMD,AMD (10).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (11).E2E,,,,,,AMD,AMD (11).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (12).E2E,,,,,,AMD,AMD (12).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (13).E2E,,,,,,AMD,AMD (13).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (14).E2E,,,,,,AMD,AMD (14).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (15).E2E,,,,,,AMD,AMD (15).E2E,20.0,PNG,True,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (16).E2E,,,,,,AMD,AMD (16).E2E,20.0,PNG,True,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (17).E2E,,,,,,AMD,AMD (17).E2E,20.0,PNG,True,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (18).E2E,,,,,,AMD,AMD (18).E2E,62.0,PNG,True,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (19).E2E,,,,,,AMD,AMD (19).E2E,20.0,PNG,True,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (2).E2E,,,,,,AMD,AMD (2).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (20).E2E,,,,,,AMD,AMD (20).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (21).E2E,,,,,,AMD,AMD (21).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (22).E2E,,,,,,AMD,AMD (22).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (23).E2E,,,,,,AMD,AMD (23).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (24).E2E,,,,,,AMD,AMD (24).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (25).E2E,,,,,,AMD,AMD (25).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (26).E2E,,,,,,AMD,AMD (26).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (27).E2E,,,,,,AMD,AMD (27).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (28).E2E,,,,,,AMD,AMD (28).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (29).E2E,,,,,,AMD,AMD (29).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (3).E2E,,,,,,AMD,AMD (3).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (30).E2E,,,,,,AMD,AMD (30).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (31).E2E,,,,,,AMD,AMD (31).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (32).E2E,,,,,,AMD,AMD (32).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (33).E2E,,,,,,AMD,AMD (33).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (34).E2E,,,,,,AMD,AMD (34).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (35).E2E,,,,,,AMD,AMD (35).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (36).E2E,,,,,,AMD,AMD (36).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (37).E2E,,,,,,AMD,AMD (37).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (38).E2E,,,,,,AMD,AMD (38).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (39).E2E,,,,,,AMD,AMD (39).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (4).E2E,,,,,,AMD,AMD (4).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (40).E2E,,,,,,AMD,AMD (40).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (41).E2E,,,,,,AMD,AMD (41).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (42).E2E,,,,,,AMD,AMD (42).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (43).E2E,,,,,,AMD,AMD (43).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (44).E2E,,,,,,AMD,AMD (44).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (45).E2E,,,,,,AMD,AMD (45).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (46).E2E,,,,,,AMD,AMD (46).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (47).E2E,,,,,,AMD,AMD (47).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (48).E2E,,,,,,AMD,AMD (48).E2E,20.0,TIFF,False,0.0,1.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (5).E2E,,,,,,AMD,AMD (5).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (6).E2E,,,,,,AMD,AMD (6).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (7).E2E,,,,,,AMD,AMD (7).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (8).E2E,,,,,,AMD,AMD (8).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,AMD/AMD (9).E2E,,,,,,AMD,AMD (9).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (1).E2E,,,,,,DME,DME (1).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (10).E2E,,,,,,DME,DME (10).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (11).E2E,,,,,,DME,DME (11).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (12).E2E,,,,,,DME,DME (12).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (13).E2E,,,,,,DME,DME (13).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (14).E2E,,,,,,DME,DME (14).E2E,20.0,TIFF,False,0.0,1.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (15).E2E,,,,,,DME,DME (15).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (16).E2E,,,,,,DME,DME (16).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (17).E2E,,,,,,DME,DME (17).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (18).E2E,,,,,,DME,DME (18).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (19).E2E,,,,,,DME,DME (19).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (2).E2E,,,,,,DME,DME (2).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (20).E2E,,,,,,DME,DME (20).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (21).E2E,,,,,,DME,DME (21).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (22).E2E,,,,,,DME,DME (22).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (23).E2E,,,,,,DME,DME (23).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (24).E2E,,,,,,DME,DME (24).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (25).E2E,,,,,,DME,DME (25).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (26).E2E,,,,,,DME,DME (26).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (27).E2E,,,,,,DME,DME (27).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (28).E2E,,,,,,DME,DME (28).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (29).E2E,,,,,,DME,DME (29).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (3).E2E,,,,,,DME,DME (3).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (30).E2E,,,,,,DME,DME (30).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (31).E2E,,,,,,DME,DME (31).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (32).E2E,,,,,,DME,DME (32).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (33).E2E,,,,,,DME,DME (33).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (34).E2E,,,,,,DME,DME (34).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (35).E2E,,,,,,DME,DME (35).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (36).E2E,,,,,,DME,DME (36).E2E,26.0,TIFF,False,0.0,0.0,True,0.0,25.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (37).E2E,,,,,,DME,DME (37).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (38).E2E,,,,,,DME,DME (38).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (39).E2E,,,,,,DME,DME (39).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (4).E2E,,,,,,DME,DME (4).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (40).E2E,,,,,,DME,DME (40).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (41).E2E,,,,,,DME,DME (41).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (42).E2E,,,,,,DME,DME (42).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (43).E2E,,,,,,DME,DME (43).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (44).E2E,,,,,,DME,DME (44).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (45).E2E,,,,,,DME,DME (45).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (46).E2E,,,,,,DME,DME (46).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (47).E2E,,,,,,DME,DME (47).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (48).E2E,,,,,,DME,DME (48).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (49).E2E,,,,,,DME,DME (49).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (5).E2E,,,,,,DME,DME (5).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (50).E2E,,,,,,DME,DME (50).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (6).E2E,,,,,,DME,DME (6).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (7).E2E,,,,,,DME,DME (7).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (8).E2E,,,,,,DME,DME (8).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,DME/DME (9).E2E,,,,,,DME,DME (9).E2E,62.0,TIFF,False,0.0,1.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (1).E2E,,,,,,Normal,Normal (1).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (10).E2E,,,,,,Normal,Normal (10).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (11).E2E,,,,,,Normal,Normal (11).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (12).E2E,,,,,,Normal,Normal (12).E2E,38.0,TIFF,False,0.0,0.0,True,0.0,37.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (13).E2E,,,,,,Normal,Normal (13).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (14).E2E,,,,,,Normal,Normal (14).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (15).E2E,,,,,,Normal,Normal (15).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (16).E2E,,,,,,Normal,Normal (16).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (17).E2E,,,,,,Normal,Normal (17).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (18).E2E,,,,,,Normal,Normal (18).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (19).E2E,,,,,,Normal,Normal (19).E2E,20.0,TIFF,False,0.0,0.0,True,0.0,19.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (2).E2E,,,,,,Normal,Normal (2).E2E,32.0,TIFF,False,0.0,0.0,True,0.0,31.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (20).E2E,,,,,,Normal,Normal (20).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (21).E2E,,,,,,Normal,Normal (21).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (22).E2E,,,,,,Normal,Normal (22).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (23).E2E,,,,,,Normal,Normal (23).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
OCT5k,Normal/Normal (24).E2E,,,,,,Normal,Normal (24).E2E,62.0,TIFF,False,0.0,0.0,True,0.0,61.0,False,496.0,512.0,False,True,768.0,768.0
