path,vendor,set,element_type,n_unique,gcd_nonzero,dtype,min,max,mean,std,p1,p5,p25,p50,p75,p95,p99,frac_at_max,frac_top_1pct
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN039/oct.mhd,Spectralis,train,MET_USHORT,19968,1,uint16,0,65535,9115.693920223393,9478.451057678853,0.0,0.0,3575.0,5985.0,10394.0,29953.0,45122.0,5.8262657381500986e-05,0.00015309015491277156
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN040/oct.mhd,Spectralis,train,MET_USHORT,19921,1,uint16,0,65535,10716.94032593979,10676.884224284397,0.0,0.0,4094.0,7655.0,13576.0,33651.0,50715.0,8.213025633640553e-05,0.0002524179404624753
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN041/oct.mhd,Spectralis,train,MET_USHORT,19997,1,uint16,0,65535,10251.157679805794,10029.861035794343,0.0,0.0,3696.0,6844.0,14473.0,30404.0,45232.0,8.960394893844635e-05,0.0002589272856319947
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN042/oct.mhd,Spectralis,train,MET_USHORT,19958,1,uint16,0,65535,10182.126391472983,10029.655303928183,0.0,0.0,4044.0,7054.0,11775.0,31893.0,46295.0,6.179859796741278e-05,0.00018515470704410798
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN043/oct.mhd,Spectralis,train,MET_USHORT,19907,1,uint16,0,65535,10792.70390748758,9738.004536642029,0.0,0.0,4787.0,8633.0,13797.0,30622.0,47123.0,9.579184496379197e-05,0.00028014292914746544
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN044/oct.mhd,Spectralis,train,MET_USHORT,19928,1,uint16,0,65535,11496.43453615853,10882.71801076511,0.0,0.0,4186.0,8022.0,15721.0,34269.0,48513.0,9.764017754279131e-05,0.00026624025366194865
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN045/oct.mhd,Spectralis,train,MET_USHORT,19955,1,uint16,0,65535,10390.747685164351,9428.494110639227,0.0,0.0,4408.0,8032.0,13942.0,29661.0,43005.0,0.00011540024275839368,0.000245747870720869
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN046/oct.mhd,Spectralis,train,MET_USHORT,19914,1,uint16,0,65535,10276.460659526852,9636.0344045277,0.0,0.0,4572.0,7872.0,12679.0,30602.0,45347.0,6.822758085088875e-05,0.0001863601413347597
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN047/oct.mhd,Spectralis,train,MET_USHORT,19897,1,uint16,0,65535,11587.153464884253,10210.80341257392,0.0,0.0,4883.0,9370.0,15522.0,32339.0,47380.0,5.818229509545754e-05,0.00015421522691737985
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN048/oct.mhd,Spectralis,train,MET_USHORT,19986,1,uint16,0,65535,10021.53437480713,10477.479945129353,0.0,0.0,3641.0,6657.0,12146.0,34064.0,47642.0,6.083425053489138e-05,0.00017261819042132983
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN049/oct.mhd,Topcon,train,MET_UCHAR,245,1,uint8,0,254,63.62569305419922,20.467666066511534,28.0,39.0,52.0,59.0,70.0,105.0,138.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN050/oct.mhd,Topcon,train,MET_UCHAR,227,1,uint8,0,243,68.35368433375817,20.294174813978486,38.0,47.0,57.0,62.0,74.0,112.0,140.0,1.7241569562146893e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN051/oct.mhd,Topcon,train,MET_UCHAR,236,1,uint8,0,255,64.95837690277962,18.276237472838428,37.0,46.0,55.0,60.0,69.0,105.0,134.0,3.4483139124293787e-08,3.4483139124293787e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN052/oct.mhd,Topcon,train,MET_UCHAR,228,1,uint8,0,255,66.26166752529683,20.692018932493582,37.0,46.0,55.0,59.0,70.0,113.0,140.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN053/oct.mhd,Topcon,train,MET_UCHAR,237,1,uint8,0,254,65.85441202016978,22.37392097381246,29.0,40.0,53.0,60.0,73.0,114.0,142.0,4.695012019230769e-08,4.695012019230769e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN054/oct.mhd,Topcon,train,MET_UCHAR,220,1,uint8,0,255,64.18750606903248,17.276550276602816,37.0,46.0,55.0,59.0,68.0,101.0,131.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN055/oct.mhd,Topcon,train,MET_UCHAR,238,1,uint8,0,254,63.29385338416466,19.780165736810936,28.0,40.0,52.0,60.0,69.0,103.0,138.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN056/oct.mhd,Topcon,train,MET_UCHAR,213,1,uint8,0,241,65.26772185072387,19.279124646865377,32.0,42.0,54.0,61.0,71.0,105.0,136.0,3.4483139124293787e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN057/oct.mhd,Topcon,train,MET_UCHAR,235,1,uint8,0,254,62.73429358849159,19.224478598316967,28.0,39.0,52.0,59.0,69.0,101.0,134.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN058/oct.mhd,Topcon,train,MET_UCHAR,247,1,uint8,0,254,62.67801586444561,19.6678533815765,28.0,39.0,52.0,59.0,69.0,102.0,137.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN059/oct.mhd,Topcon,train,MET_UCHAR,235,1,uint8,0,245,66.2995145463674,19.19549810390444,38.0,46.0,56.0,60.0,70.0,110.0,136.0,1.7241569562146893e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN060/oct.mhd,Topcon,train,MET_UCHAR,244,1,uint8,0,254,64.04644019493689,20.034058052842898,29.0,40.0,53.0,60.0,71.0,104.0,136.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN061/oct.mhd,Topcon,train,MET_UCHAR,223,1,uint8,0,255,64.89345437856821,19.264218370426295,36.0,45.0,55.0,59.0,68.0,109.0,137.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN062/oct.mhd,Topcon,train,MET_UCHAR,235,1,uint8,0,254,66.69220308637888,20.52108758113587,32.0,43.0,55.0,62.0,73.0,111.0,139.0,3.4483139124293787e-08,3.4483139124293787e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN063/oct.mhd,Topcon,train,MET_UCHAR,249,1,uint8,0,254,63.895843365009014,20.098291770387352,28.0,40.0,52.0,60.0,71.0,104.0,135.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN064/oct.mhd,Topcon,train,MET_UCHAR,240,1,uint8,0,254,61.55073505108173,18.091999457711104,28.0,39.0,52.0,59.0,67.0,95.0,131.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN065/oct.mhd,Topcon,train,MET_UCHAR,245,1,uint8,0,255,66.44424733307402,19.572089804284413,38.0,46.0,55.0,61.0,71.0,109.0,139.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN066/oct.mhd,Topcon,train,MET_UCHAR,242,1,uint8,0,252,65.5828566211765,20.363033493639076,35.0,44.0,55.0,59.0,69.0,112.0,142.0,3.4483139124293787e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN067/oct.mhd,Topcon,train,MET_UCHAR,225,1,uint8,0,255,65.96224937654485,19.287507089248013,37.0,46.0,55.0,61.0,70.0,108.0,138.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN068/oct.mhd,Topcon,train,MET_UCHAR,232,1,uint8,0,255,66.42593392409847,19.919512505169198,38.0,46.0,56.0,60.0,70.0,111.0,140.0,1.7241569562146893e-08,3.4483139124293787e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN069/oct.mhd,Topcon,train,MET_UCHAR,238,1,uint8,0,254,62.512672095665565,18.973016855334212,28.0,39.0,52.0,59.0,69.0,98.0,135.0,2.3475060096153846e-08,2.3475060096153846e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN070/oct.mhd,Topcon,train,MET_UCHAR,235,1,uint8,0,255,64.21152614442641,17.6126763116128,35.0,44.0,55.0,59.0,69.0,102.0,129.0,1.7241569562146893e-08,1.7241569562146893e-08
